class, text
"neg","Madame, le temps de l'idéologie marxiste avec ses méfaits est révolu. Ce sont des des personnes négativistes comme vous qui nous empêchent d'aller de l'avant et ce sont vos semblables qui ont donné naissance aux islamistes. Un peu de retenue. Revoyez s'il vous plaît votre approche de la politique. Il n'y a pas de plus facile que de que parler en l'air de responsabiliser les autres. C'est la gauche radicale qui a causé le recul de la démocratie dans le monde."
"neg","madame bounib tu vie à l étrangers dans les pays scandinaves tu ne connais même pas ce qui se passe au Maroc et tu ose critiquer le système et sincèrement tu pense qu' il y a un homme politique capable de gouverner un état comme le maroc arrêté de critiquer le roi heureusement qu' il est là car moi je ne fais confiance à personne sauf notre cher roi . vous ne n êtes pas à la hauteur"
"neg","Donner de la raison et des idees a une femme c'est mettre un couteau dans la main d'un enfant !!!! t"
"neg","Le Maroc a perdu une grande personnalité politique qui est BENKIRANE qui aime bien son pays et qui a fait de son mieux pour développer son pays. Ce pendant et comme vous le remarquez Mr Amara cherche à se rapprocher de l’USFP pour assurer un poste de Ministre. Sachant que tout le monde sait qu il n’a rien fait au Ministère de l’Energie et Mines BILAN= ZERO à part le mouvement des délégués qui a déstabilisé les directions régionales et provinciales du ministère. Sa nomination serait une erreur de la part de Mr SAAS EDDINE EL OTMANI"
"neg","les conditions politiques ne sont pas encore mures pour produire des gens politique de grands calibres,nos partis tous soumis,corrompus c ce qui amis le PJD la 1ere place même que le peuple s'est abstenu la petite population a donné ses vois à ce parti,si par exemple l'usfp quand il a participé a été probe sûrement le pjd n'aura jamais cette occasion celà ne veut pas dire que le pjd n'est pas corrompu mais le peuple quand il est un peu religieux écoute croit et ne voit pas ce que tu fais surtout quand la parole est emballée dans du religieux"
"neg","Le Maroc a perdu une grande personnalité politique qui est BENKIRANE qui aime bien son pays et qui a fait de son mieux pour développer son pays. Ce pendant et comme vous le remarquez Mr Amara cherche à se rapprocher de l’USFP pour assurer un poste de Ministre. Sachant que tout le monde sait qu il n’a rien fait au Ministère de l’Energie et Mines BILAN= ZERO à part le mouvement des délégués qui a déstabilisé les directions régionales et provinciales du ministère. Sa nomination serait une erreur de la part de Mr SAAS EDDINE EL OTMANI"
"neg","les conditions politiques ne sont pas encore mures pour produire des gens politique de grands calibres,nos partis tous soumis,corrompus c ce qui amis le PJD la 1ere place même que le peuple s'est abstenu la petite population a donné ses vois à ce parti,si par exemple l'usfp quand il a participé a été probe sûrement le pjd n'aura jamais cette occasion celà ne veut pas dire que le pjd n'est pas corrompu mais le peuple quand il est un peu religieux écoute croit et ne voit pas ce que tu fais surtout quand la parole est emballée dans du religieux"
"neg","si chaque groupe de 10 personnes fait ça il y en a une centaine à travers le monde,l'algérie a été bcp généreuse pour procurer au polisario ce rang,et les grands pays veulent avoir un tel hameçon pour faire chanter le maroc quand il le faut,et pourquoi ne donne -ton pas cette valeur au kabyles et Ghardaya en algérie et d'ailleurs ces peuples sont autochtones le polisario n'est composé que de mauritaniens ,nigériens ,maliens et qqs marocains,leur statut ne le leur permet pas,mais l'argent d u peuple algérien ,dépensé n'importe comment, lui a permis d'avoir cette audience"
"neg","Je m adresse au commentaire no76 Youcef EL Idrissi. Justement cher frere j ai lu quelques commentaire vraiment inmpossible de croire qu ils sont des marocains a part quelque un comme commentaire par exemple 19 et 20etc...malgres tout on est des marocains du sang qu on soit doukkali,mzabi,sahraoui ,chleh ect... Je suis marocaine rifaine j aime mon pays et le peuple marocain en general,tous ensemble pour un Maroc uni ,j aime mon pays notre culture notre histoire,notre climats,nos tradition qui sont une identite qui appartient a tout cityoen marocain bonne nuit Wasalam."
"neg","Le Maroc doit expulser militairement au groupe terroriste POLISARIO. Le monde ne comprend que la force. Le Maroc doit attaquer inmediatement. la terre des Almorabides et les almohides doit etre fort eternellement."
"neg","il faut etre vigilant avec des commentaires des algeriens et du polisario qui veulent jouer sur le moral des marocains .l'etat du maroc et le regime marocain ne cedera jamais un mm du sahara marocain et il peut faire la guerre contre l'algerie et le polisario mais il veut choisir le moment de le faire apres toutes les tentatives de paix et attendre les reactions de l'onu .tout le monde est vigilant le peuple et le regime .l'algerie fait tout pour destabiliser le maroc ,ce maroc qui avait perdu plus de 800 hommes dans la guerre de oued Issli pour empecher la colonialisation de l'algerie en 19 siecle .donc soyez fort ,le maroc ne cedera jamais roi et peuple.les services secrets algeriennes (la france coloniale)font tout jour et nuit pour nous destabiliser partout en internet et sur le terrain ,soyez vigilant avec ce virus ."
"neg","comment l,administration americaine a autoriser a un terroriste a poser ces pieds sur le sol American"
"neg","pour faire sortir le parti de l'impasse dans lequel il se retrouve les adhérents doivent s assoir autour d une seule table et d arriver a un consensus afin d élire une personnalité qui aura l unanimité pour permettre a ce parti de jouer pleinement son rôle dans la vie politique de notre pays ys"
"neg","chabat.et.l.homme.convenable.pour.gerer.le.parti"
"neg","ojadid laka nacihati li wajhi ALLAH. negocier avec 1pjd 2pam et ainsi de suite selon les resultats des elections.....et apres question comment vous voyez le bilan de ex-gouvernement .....d'apres cela vous realiser une vision sur ceux qu'ils veulent travailler sans probleme au milieu de chemin....certains ont echouer sur le terrain ils veulent bloquer au sein de coalission ....et choisir au poste les nobles ,honnete et apres competances et experiences.....bonne chance a toutes et tous qu'ils veulent le bien etre au peuple et pays de Tanger a la Guirra....."
"neg","Médiocrité politique néant politique  Aucun charisme aucune intelligence"
"neg","moi je suis citoyen marocain et je vous dis que votre bilan est catastrophique et que ce qui est positif a été fait par le roi et ses conseillers"
"neg","OK pour moi aussi je suis en train de faire un petit message pour te dire que je ne sais pas si c'est possible"
"neg","Je crois que ces salafistes ne sont pas capable d'utiliser la logique: soit Akhenouch avec ses alliés, soit le PJD dans l'opposition, affarie claire, mais eux, ils veulent le beurre et l'argent du beurre"
"neg","cette position du pjd contre l'usfp est une position anti nationale, le pjd ,parti des obscurantistes ,se positionne contre le progrès des idées, le pjd veut mener le pays à l'anarchie, tous les démocrates doivent avoir une attitude claire pour faire face au pjd qui veut être le parti unique, 'est à dire le mal unique, le pjd veut dominer la scène politique marocaine, c'est un danger contre le système soutenu par tous les marocains qui désirent faire participer tous les partis au gouvernement pour faire face aux ennemis qui sont à ses frontières, le pjd commence par éliminer l'usfp, ce n'est qu'un début pour abattre un à un les autres partis, le pjd est un danger de l'avenir libre sans parti"
"neg","au n° 30 Vous dites que les marocains ont voté pour le programme du PJD Quel programme ? Je n'en ai jamais entendu parler  C'est exactement ce qu'on lui reproche : il choisit les participants au gouvernement en fonction de son humeur, pas en fonction du programme ni des compétences Sahbi ok, machi sahbi non"
"pos","Cher Monsieur si vous avez des preuves que un citoyen Marocain a fait l objet de torture il faut informer l opinion publique de nom de la victime et le lieu et l heure de ce crime contre des droits fondamentaux protèges par notre constitution nous somme prêts à faire au nom des victimes contre les coupables mais parler dans un journal respecté sans preuve ni fondement ça s appelle diffamation contre l état et puni par la loi, j espères que vous avez des preuves concrètes"
"pos","6. l exode démographique : suite aux bombardements chimiques de la population du Rif par les armées espagnoles et francaises après la victoire de la bataille d Anoual en 1924 la population des dizaines de milliers de rifains ont fuit le Rif en se réfugiant dans les régions voisines. A ces crimes de l occupation espagnole vient s ajouter le massacre des civiles commis par la jeune armée de Rabat dirigée par le prince Hassan 2 et Oufkir en 1958. plus de 10000 tués.. Démarre alors Une nouvelle exode des rifains vers l Europe. unique espoir pour échapper à la répression et à la marginalisation économique décidée par le pouvoir. Aujourd'hui la diaspora rifaine est estimée à plus de 2 millions. Aucun pays de la méditerranée n a enregistré une telle exode.  la population du Rif dépend exclusivement de l aide de la diaspora pour survivre. Dire que les problèmes du Rif sont similaires a ceux d autres régions c est une insulte à la mémoire.  Citoyen d Al Hoceima"
"pos","on n exagère pas de dire que le Rif est la plus belle région de toute la méditerranée. Zone verdoyante grace a la plus importante montagne de la méditerranée qui est la chaîne du Rif haute de 2456 m qui compte la plus grande réserve de cèdre en Afrique. des plages à perte de vue au sable doré et de coquillage sous forme de criques et des vues spectaculaires sur plus de 550 km.  Le Rif regroupe la plus grande variété d espèces de plantes médicinales au sein de la méditerranée. c est aussi un réservoir impressionant de flore et de faune.  il semble que le sous sol du Rif recèle des gisements importants inexplored de fer de cuivre d argent... Oui le Rif a des atouts considérables mais la courte vision du pouvoir à Rabat a totalement marginalisée cette.region. En face la côte espagnole accueille 17 millions de touristes et le Rif Zéro. ..la cote du Rif est occupée par les serviteurs de Makhzen pour y passer leurs week end.  Citoyen d Al Hoceima."
"neg","Attention! N'y croyez pas très facilement. Il se peut qu'elle soit juste parmi la stratégie pour apaiser les tensions. Personnellement, j'ai perdu ma confiance en tout politicien marocain. Mounib n'est pas convaincante. Elle n'a jamais pris des positions risquées. Juste des oppositions je ne sais pas pour quelle finalité. Marocains, prenez votre large temps avant de juger!!!"
"pos","Tel pere tel fils.toujours present dans les grands evenements quoique avec un peux de retard sur le pere."
"neg","la stabilité positive permettant l'accès graduel à la démocratie a besoin de la collaboration quotidienne entre le makhzen et tous les partis sans exception,c'est un lien existent même lors des années de plomb, la preuve, ce gouvernement est une coalition de différents partis,des ex communistes aux obscurantistes islamistes,c'est une donnée historique du maroc, alors que les manifs du rif continuent jusqu'à l'épuisement comme pour le mouvement 20 février qui a offert sa victoire aux islamistes anti démocratiques, alors les manifestants du rif doivent sauver leurs acquis en terminant leurs mouvements et accepter les propositions du gouvernement pour satisfaire les revendications, sinon ils échoueront comme le mvt 20 f, c'est à eux de choisir"
